ref_id_group_0,ref_id_group_1,ref_id_group_2,ref_id_group_3,ref_id_group_4,ref_id_group_5,ref_id_group_6,original_index_group_0,original_index_group_1,original_index_group_2,original_index_group_3,original_index_group_4,original_index_group_5,original_index_group_6,temperature_group_0,temperature_group_1,temperature_group_2,temperature_group_3,temperature_group_4,temperature_group_5,temperature_group_6,gamma_group_0,gamma_group_1,gamma_group_2,gamma_group_3,gamma_group_4,gamma_group_5,gamma_group_6,r2_group_0,r2_group_1,r2_group_2,r2_group_3,r2_group_4,r2_group_5,r2_group_6,inv_temperature_group_0,inv_temperature_group_1,inv_temperature_group_2,inv_temperature_group_3,inv_temperature_group_4,inv_temperature_group_5,inv_temperature_group_6,ln_gamma_group_0,ln_gamma_group_1,ln_gamma_group_2,ln_gamma_group_3,ln_gamma_group_4,ln_gamma_group_5,ln_gamma_group_6
"[207, 207, 207]","[181, 181, 181, 181]","[159, 159, 159, 159]",,,,,"[51930, 51931, 51932]","[45992, 45993, 45994, 45995]","[40776, 40777, 40778, 40779]",,,,,"[313.1, 333.1, 353.1]","[313.68, 322.93, 333.23, 343.58]","[313.0, 323.0, 333.0, 343.0]",,,,,"[4.48, 4.55, 4.59]","[3.683, 3.716, 3.739, 3.762]","[3.683, 3.716, 3.739, 3.762]",,,,,0.9845354729329956,0.9900864678036816,0.994747299102621,,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.0031879622545269064, 0.0030966463320224197, 0.0030009302883894006, 0.002910530298620409]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,,"[1.4996230464268938, 1.5151272329628591, 1.5238800240724537]","[1.3037276374629283, 1.3126478209515922, 1.3188181959949767, 1.3249507308788386]","[1.3037276374629283, 1.3126478209515922, 1.3188181959949767, 1.3249507308788386]",,,,
"[207, 207, 207]","[181, 181, 181, 181]","[159, 159, 159, 159]",,,,,"[51897, 51898, 51899]","[45936, 45937, 45938, 45939]","[40760, 40761, 40762, 40763]",,,,,"[313.1, 333.1, 353.1]","[312.8, 323.11, 333.54, 343.92]","[313.0, 323.0, 333.0, 343.0]",,,,,"[59.8, 52.4, 49.0]","[60.4, 57.0, 54.6, 52.3]","[60.4, 57.0, 54.6, 52.3]",,,,,0.9771906873945622,0.9970720153641168,0.9972259390366264,,,,,"[0.0031938677738741613, 0.0030021014710297205, 0.0028320589068252617]","[0.00319693094629156, 0.003094921234254588, 0.002998141152485459, 0.0029076529425447776]","[0.003194888178913738, 0.0030959752321981426, 0.003003003003003003, 0.0029154518950437317]",,,,,"[4.091005660956586, 3.9589065913269965, 3.8918202981106265]","[4.100989104940769, 4.04305126783455, 4.000033882750859, 3.9569963710708773]","[4.100989104940769, 4.04305126783455, 4.000033882750859, 3.9569963710708773]",,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32280, 32281, 32282, 32283, 32284]","[9892, 9893, 9894, 9895, 9896, 9897]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.65, 1.66, 1.68, 1.71, 1.73]","[1.56, 1.58, 1.6, 1.64, 1.66, 1.69]",,,,,,0.9930581462045232,0.9854227369389572,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.5007752879124892, 0.5068176023684519, 0.5187937934151675, 0.5364933705145685, 0.5481214085096876]","[0.44468582126144574, 0.4574248470388755, 0.47000362924573563, 0.494696241836107, 0.5068176023684519, 0.5247285289349821]",,,,,
"[116, 116, 116, 116, 116]","[52, 52, 52, 52, 52, 52]",,,,,,"[32245, 32246, 32247, 32248, 32249]","[9826, 9827, 9828, 9829, 9830, 9831]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[15.8, 15.4, 14.7, 14.0, 13.4]","[15.4, 14.6, 14.1, 13.4, 12.6, 12.5]",,,,,,0.9996962788019732,0.9828547081167084,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[2.760009940032921, 2.7343675094195836, 2.6878474937846906, 2.6390573296152584, 2.5952547069568657]","[2.7343675094195836, 2.681021528714291, 2.6461747973841225, 2.5952547069568657, 2.533696813957432, 2.5257286443082556]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37300, 37301, 37302, 37303, 37304]","[19072, 19073, 19074, 19075, 19076, 19077]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[3.18, 2.97, 2.62, 2.32, 2.08]","[3.28, 2.96, 2.7, 2.49, 2.3, 2.11]",,,,,,0.9999350769002328,0.999479270753694,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[1.1568811967920856, 1.0885619528146082, 0.9631743177730056, 0.8415671856782185, 0.7323678937132266]","[1.1878434223960523, 1.085189268335969, 0.9932517730102834, 0.9122827104766164, 0.8329091229351039, 0.7466879474879751]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37380, 37381, 37382, 37383, 37384]","[19054, 19055, 19056, 19057, 19058, 19059]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.654, 0.662, 0.676, 0.688, 0.701]","[0.651, 0.687, 0.722, 0.76, 0.796, 0.827]",,,,,,0.9991840721862398,0.999597895454753,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.4246479275249383, -0.4124897230451288, -0.3915622029391729, -0.37396644104879345, -0.355247391947547]","[-0.42924563677356775, -0.37542098675978763, -0.32573014008931084, -0.2744368457017603, -0.22815609313775398, -0.1899505839584458]",,,,,
"[137, 137, 137, 137, 137]","[109, 109, 109, 109, 109, 109]",,,,,,"[37170, 37171, 37172, 37173, 37174]","[31102, 31103, 31104, 31105, 31106, 31107]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15]",,,,,,"[1.64, 1.54, 1.47, 1.4, 1.36]","[2.09, 1.89, 1.72, 1.58, 1.46, 1.35]",,,,,,0.9920170009895132,0.9998711733823064,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]",,,,,,"[0.494696241836107, 0.43178241642553783, 0.3852624007906449, 0.3364722366212129, 0.3074846997479607]","[0.7371640659767196, 0.636576829071551, 0.5423242908253617, 0.4574248470388755, 0.37843643572024505, 0.30010459245033816]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37305, 37306, 37307, 37308, 37309]","[19078, 19079, 19080, 19081, 19082, 19083]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[2.6, 2.43, 2.16, 1.93, 1.74]","[2.64, 2.41, 2.19, 2.04, 1.89, 1.76]",,,,,,0.9998435379096978,0.9992737724138788,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.9555114450274363, 0.8878912573524571, 0.7701082216960737, 0.6575200029167941, 0.5538851132264376]","[0.9707789171582248, 0.8796267475025636, 0.7839015438284094, 0.712949807856125, 0.636576829071551, 0.5653138090500605]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37295, 37296, 37297, 37298, 37299]","[19066, 19067, 19068, 19069, 19070, 19071]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[2.44, 2.3, 2.07, 1.86, 1.68]","[2.63, 2.4, 2.2, 2.04, 1.9, 1.77]",,,,,,0.999746919380058,0.9997247329839808,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.8919980393051105, 0.8329091229351039, 0.7275486072772777, 0.62057648772511, 0.5187937934151675]","[0.9669838461896731, 0.8754687373538999, 0.7884573603642703, 0.712949807856125, 0.6418538861723947, 0.5709795465857378]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37290, 37291, 37292, 37293, 37294]","[19060, 19061, 19062, 19063, 19064, 19065]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[2.3, 2.17, 1.95, 1.76, 1.6]","[2.3, 2.11, 1.95, 1.83, 1.7, 1.59]",,,,,,0.9999814435986432,0.9994112386891048,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.8329091229351039, 0.7747271675523681, 0.6678293725756554, 0.5653138090500605, 0.47000362924573563]","[0.8329091229351039, 0.7466879474879751, 0.6678293725756554, 0.6043159668533296, 0.5306282510621704, 0.4637340162321402]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37315, 37316, 37317, 37318, 37319]","[19036, 19037, 19038, 19039, 19040, 19041]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[3.25, 3.25, 3.26, 3.26, 3.26]","[3.04, 3.11, 3.18, 3.24, 3.29, 3.35]",,,,,,0.7598196448682294,0.9986168381407836,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[1.1786549963416462, 1.1786549963416462, 1.1817271953786161, 1.1817271953786161, 1.1817271953786161]","[1.1118575154181303, 1.1346227261911428, 1.1568811967920856, 1.1755733298042381, 1.1908875647772805, 1.208960345836975]",,,,,
"[139, 139, 139, 139, 139]","[79, 79, 79, 79, 79, 79]",,,,,,"[37375, 37376, 37377, 37378, 37379]","[19024, 19025, 19026, 19027, 19028, 19029]",,,,,,"[318.15, 323.15, 333.15, 343.15, 353.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.286, 0.289, 0.294, 0.299, 0.302]","[0.292, 0.306, 0.322, 0.336, 0.352, 0.364]",,,,,,0.9931385152931912,0.999165628861328,,,,,,"[0.0031431714600031434, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-1.2517634681622845, -1.241328590869705, -1.2241755116434554, -1.2073117055914506, -1.1973282616072674]","[-1.2310014767138553, -1.1841701770297564, -1.1332037334377287, -1.0906441190189327, -1.04412410338404, -1.0106014113453965]",,,,,
"[186, 186, 186]","[18, 18, 18, 18, 18, 18, 18, 18]",,,,,,"[47571, 47572, 47573]","[2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181]",,,,,,"[308.15, 318.15, 328.15]","[313.15, 313.15, 333.15, 333.15, 353.15, 353.15, 373.15, 373.15]",,,,,,"[6.682, 6.383, 6.097]","[0.526, 0.548, 0.482, 0.5, 0.446, 0.466, 0.381, 0.453]",,,,,,0.9996564112153148,0.7990283825645113,,,,,,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088]","[0.003193357815743254, 0.003193357815743254, 0.0030016509079994, 0.0030016509079994, 0.002831657935721365, 0.002831657935721365, 0.0026798874447273215, 0.0026798874447273215]",,,,,,"[1.8994173439345647, 1.8536382062739203, 1.807796846925679]","[-0.6424540662444271, -0.6014799920341214, -0.7298111649315367, -0.6931471805599453, -0.807436326962073, -0.7635696448564911, -0.9649559038554361, -0.791863153499103]",,,,,
"[94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[38130, 38131, 38132, 38133, 38134]","[7576, 7577, 7578, 7579, 7580, 7581]",,,,,,"[333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[2.04, 2.12, 2.2, 2.29, 2.32]","[2.07, 2.22, 2.36, 2.5, 2.64, 2.77]",,,,,,0.985131195652472,0.9996119041551064,,,,,,"[0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.712949807856125, 0.7514160886839212, 0.7884573603642703, 0.8285518175661483, 0.8415671856782185]","[0.7275486072772777, 0.7975071958841882, 0.8586616190375187, 0.9162907318741551, 0.9707789171582248, 1.0188473201992472]",,,,,
"[88, 88, 88, 88, 88, 88]","[155, 155, 155, 155]",,,,,,"[23194, 23195, 23196, 23197, 23198, 23199]","[40296, 40297, 40298, 40299]",,,,,,"[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[343.15, 353.15, 363.15, 373.15]",,,,,,"[6.7, 6.82, 6.56, 6.61, 6.29, 6.3]","[4.111, 3.934, 3.855, 3.809]",,,,,,0.9376947531919152,0.9332631176161982,,,,,,"[0.003193357815743254, 0.003193357815743254, 0.0030945381401825778, 0.0030945381401825778, 0.0030016509079994, 0.0030016509079994]","[0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]",,,,,,"[1.9021075263969205, 1.9198594718553708, 1.8809906029559975, 1.888583653863595, 1.8389610707123492, 1.840549633397487]","[1.4136663079157412, 1.3696567199668674, 1.349371007015293, 1.3373666874964671]",,,,,
"[104, 104, 104, 104, 104, 104]","[129, 129, 129, 129]",,,,,,"[30334, 30335, 30336, 30337, 30338, 30339]","[42356, 42357, 42358, 42359]",,,,,,"[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[3.6, 3.2, 2.9, 2.6, 2.3, 2.1]","[2.6, 2.3, 2.0, 1.8]",,,,,,0.9971210716249252,0.998225981935726,,,,,,"[0.003305785123966942, 0.0031938677738741613, 0.0030959752321981426, 0.00300390507659958, 0.0029163021289005542, 0.0028328611898017]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[1.2809338454620642, 1.1631508098056809, 1.0647107369924282, 0.9555114450274363, 0.8329091229351039, 0.7419373447293773]","[0.9555114450274363, 0.8329091229351039, 0.6931471805599453, 0.5877866649021191]",,,,,
"[4, 4, 4, 4]","[206, 206, 206]","[199, 199, 199]",,,,,"[40388, 40389, 40390, 40391]","[51864, 51865, 51866]","[49254, 49255, 49256]",,,,,"[293.15, 313.15, 333.15, 353.15]","[315.9, 325.3, 334.8]","[313.15, 323.15, 333.15]",,,,,"[4.8, 3.64, 2.83, 2.25]","[3.65, 3.16, 2.85]","[3.57, 3.54, 3.43]",,,,,0.9998149978702376,0.9933814250494712,0.8887793385676148,,,,,"[0.003411222923418046, 0.003193357815743254, 0.0030016509079994, 0.002831657935721365]","[0.003165558721114277, 0.003074085459575776, 0.0029868578255675027]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,"[1.5686159179138452, 1.2919836816486494, 1.0402767116551463, 0.8109302162163288]","[1.2947271675944, 1.1505720275988207, 1.0473189942805592]","[1.2725655957915476, 1.264126727145683, 1.2325602611778486]",,,,
"[88, 88, 88, 88, 88, 88]","[155, 155, 155, 155]",,,,,,"[23266, 23267, 23268, 23269, 23270, 23271]","[40332, 40333, 40334, 40335]",,,,,,"[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[343.15, 353.15, 363.15, 373.15]",,,,,,"[14.1, 14.3, 13.6, 13.8, 13.2, 13.2]","[7.1, 7.0, 6.8, 6.8]",,,,,,0.9620650929442084,0.9039418354890044,,,,,,"[0.003193357815743254, 0.003193357815743254, 0.0030945381401825778, 0.0030945381401825778, 0.0030016509079994, 0.0030016509079994]","[0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]",,,,,,"[2.6461747973841225, 2.6602595372658615, 2.6100697927420065, 2.624668592163159, 2.580216829592325, 2.580216829592325]","[1.9600947840472698, 1.9459101490553132, 1.916922612182061, 1.916922612182061]",,,,,
"[4, 4, 4, 4]","[206, 206, 206]","[199, 199, 199]",,,,,"[40380, 40381, 40382, 40383]","[51855, 51856, 51857]","[49257, 49258, 49259]",,,,,"[293.15, 313.15, 333.15, 353.15]","[315.9, 325.3, 334.8]","[313.15, 323.15, 333.15]",,,,,"[8.39, 5.74, 4.23, 3.23]","[5.03, 4.38, 3.84]","[5.31, 5.05, 4.83]",,,,,0.999419363966776,0.9999993348388776,0.9997236902838867,,,,,"[0.003411222923418046, 0.003193357815743254, 0.0030016509079994, 0.002831657935721365]","[0.003165558721114277, 0.003074085459575776, 0.0029868578255675027]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,"[2.127040520479115, 1.747459210331475, 1.4422019930581866, 1.172482137234565]","[1.6154199841116479, 1.4770487243883548, 1.3454723665996355]","[1.6695918352538475, 1.6193882432872684, 1.5748464676644813]",,,,
"[4, 4, 4, 4]","[206, 206, 206]","[199, 199, 199]",,,,,"[40376, 40377, 40378, 40379]","[51867, 51868, 51869]","[49251, 49252, 49253]",,,,,"[293.15, 313.15, 333.15, 353.15]","[315.9, 325.3, 334.8]","[313.15, 323.15, 333.15]",,,,,"[5.53, 4.14, 3.18, 2.45]","[4.01, 3.46, 3.18]","[4.35, 4.07, 3.77]",,,,,0.9989595249851762,0.979918871298965,0.99660148672867,,,,,"[0.003411222923418046, 0.003193357815743254, 0.0030016509079994, 0.002831657935721365]","[0.003165558721114277, 0.003074085459575776, 0.0029868578255675027]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,"[1.7101878155342434, 1.4206957878372228, 1.1568811967920856, 0.8960880245566357]","[1.3887912413184778, 1.2412685890696329, 1.1568811967920856]","[1.4701758451005926, 1.4036429994545037, 1.3270750014599193]",,,,
"[27, 27, 27, 27, 27, 27, 27]","[189, 189, 189]",,,,,,"[4508, 4509, 4510, 4511, 4512, 4513, 4514]","[48060, 48061, 48062]",,,,,,"[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[303.0, 323.0, 343.0]",,,,,,"[158.0, 143.0, 124.0, 112.0, 101.0, 85.8, 75.3]","[222.0, 167.8, 162.4]",,,,,,0.988612905718535,0.853668857355832,,,,,,"[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]","[0.0033003300330033004, 0.0030959752321981426, 0.0029154518950437317]",,,,,,"[5.062595033026967, 4.962844630259907, 4.820281565605037, 4.718498871295094, 4.61512051684126, 4.4520190064939165, 4.321480134805848]","[5.402677381872279, 5.122772794033106, 5.090062427727577]",,,,,
"[4, 4, 4, 4]","[206, 206, 206]","[199, 199, 199]",,,,,"[40368, 40369, 40370, 40371]","[51861, 51862, 51863]","[49260, 49261, 49262]",,,,,"[293.15, 313.15, 333.15, 353.15]","[315.9, 325.3, 334.8]","[313.15, 323.15, 333.15]",,,,,"[8.17, 5.9, 4.49, 3.43]","[5.59, 4.77, 4.24]","[5.91, 5.48, 5.14]",,,,,0.9996500543687974,0.994910532756926,0.99912310618548,,,,,"[0.003411222923418046, 0.003193357815743254, 0.0030016509079994, 0.002831657935721365]","[0.003165558721114277, 0.003074085459575776, 0.0029868578255675027]","[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,"[2.1004689088719113, 1.7749523509116738, 1.501852701754163, 1.2325602611778486]","[1.7209792871670078, 1.5623463049002497, 1.4445632692438664]","[1.776645831418007, 1.7011051009599243, 1.6370530794670737]",,,,
"[104, 104, 104, 104, 104, 104]","[129, 129, 129, 129]",,,,,,"[30352, 30353, 30354, 30355, 30356, 30357]","[42036, 42037, 42038, 42039]",,,,,,"[302.7, 313.3, 323.0, 333.0, 342.9, 352.9]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[5.8, 4.5, 3.6, 2.9, 2.4, 1.9]","[22.0, 20.0, 19.0, 19.0]",,,,,,0.9989616522916156,0.8613343798459118,,,,,,"[0.003303600925008259, 0.0031918289179699967, 0.0030959752321981426, 0.003003003003003003, 0.0029163021289005542, 0.0028336639274582037]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[1.7578579175523736, 1.5040773967762742, 1.2809338454620642, 1.0647107369924282, 0.8754687373538999, 0.6418538861723947]","[3.091042453358316, 2.995732273553991, 2.9444389791664403, 2.9444389791664403]",,,,,
"[104, 104, 104, 104, 104, 104]","[129, 129, 129, 129]",,,,,,"[30298, 30299, 30300, 30301, 30302, 30303]","[42344, 42345, 42346, 42347]",,,,,,"[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[1.9, 1.7, 1.5, 1.4, 1.26, 1.13]","[1.3, 1.23, 1.11, 1.0]",,,,,,0.9960862322976236,0.974887505693802,,,,,,"[0.003305785123966942, 0.0031938677738741613, 0.0030959752321981426, 0.00300390507659958, 0.0029163021289005542, 0.0028328611898017]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[0.6418538861723947, 0.5306282510621704, 0.4054651081081644, 0.3364722366212129, 0.23111172096338664, 0.12221763272424911]","[0.26236426446749106, 0.20701416938432612, 0.10436001532424286, 0.0]",,,,,
"[88, 88, 88, 88, 88, 88]","[155, 155, 155, 155]",,,,,,"[23176, 23177, 23178, 23179, 23180, 23181]","[40304, 40305, 40306, 40307]",,,,,,"[313.15, 313.15, 323.15, 323.15, 333.15, 333.15]","[343.15, 353.15, 363.15, 373.15]",,,,,,"[1.77, 1.85, 1.61, 1.65, 1.46, 1.5]","[0.86, 0.86, 0.85, 0.85]",,,,,,0.9609540213060258,0.7991267837240189,,,,,,"[0.003193357815743254, 0.003193357815743254, 0.0030945381401825778, 0.0030945381401825778, 0.0030016509079994, 0.0030016509079994]","[0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]",,,,,,"[0.5709795465857378, 0.6151856390902335, 0.4762341789963717, 0.5007752879124892, 0.37843643572024505, 0.4054651081081644]","[-0.15082288973458366, -0.15082288973458366, -0.16251892949777494, -0.16251892949777494]",,,,,
"[104, 104, 104, 104, 104, 104]","[129, 129, 129, 129]",,,,,,"[30316, 30317, 30318, 30319, 30320, 30321]","[42352, 42353, 42354, 42355]",,,,,,"[302.5, 313.1, 323.0, 332.9, 342.9, 353.0]","[303.15, 313.15, 323.15, 333.15]",,,,,,"[2.6, 2.4, 2.1, 1.9, 1.7, 1.5]","[1.9, 1.7, 1.5, 1.4]",,,,,,0.9905248940156536,0.9915830885560168,,,,,,"[0.003305785123966942, 0.0031938677738741613, 0.0030959752321981426, 0.00300390507659958, 0.0029163021289005542, 0.0028328611898017]","[0.003298697014679202, 0.003193357815743254, 0.0030945381401825778, 0.0030016509079994]",,,,,,"[0.9555114450274363, 0.8754687373538999, 0.7419373447293773, 0.6418538861723947, 0.5306282510621704, 0.4054651081081644]","[0.6418538861723947, 0.5306282510621704, 0.4054651081081644, 0.3364722366212129]",,,,,
