ref_id,ref
90,"{'full': 'Paduszynski, K.; Domanska, U. (2011) J. Phys. Chem. 115, 8207-8215.', 'title': 'Limiting Activity Coefficients and Gas-Liquid Partition Coefficients of Various Solutes in Piperidinium Ionic Liquids: Measurements and LSER Calculations'}"
91,"{'full': 'Paduszynski, K.; Domanska, U. (2013) J. Chem. Thermodyn. 60, 169-178.', 'title': 'Experimental and theoretical study on infinite dilution activity  coefficients of various solutes in piperidinium ionic liquids'}"
92,"{'full': 'Paduszynski, K.; Krolikowska, M. (2017) J. Phys. Chem. B 121(43), 10133-10145.', 'title': 'Effect of Side Chain Functional Group on Interactions in Ionic Liquid Systems: Insights from Infinite Dilution Thermodynamic Data'}"
93,"{'full': 'Paduszynski, K.; Krolikowski, M. (2017) J. Mol. Liq. 243, 726-736.', 'title': ""An effect of cation's cyano group on interactions between organic solutes and ionic liquids elucidated by thermodynamic data at infinite dilution""}"
94,"{'full': 'Rabhi, F.; Mutelet, F.; Sifaoui, H.; Wagle, D. V.; Baker, G. A.; Churchill, B.; Acree, Jr., W. E. (2019) J. Mol. Liq. 283, 380-390.', 'title': 'Characterization of the solubilizing ability of tetraalkylammonium ionic liquids containing a pendant alkyl chain bearing a basic N,N-dimethylamino or N,N-dimethylaminoethoxy functionality'}"
95,"{'full': 'Rabhi, F.; Hussard, C.; Sifaoui, H.; Mutelet, F. (2019) J. Mol. Liq. 289, 111169.', 'title': 'Characterization of bis(fluorosulfonyl)imide based ionic liquids by gas chromatography'}"
96,"{'full': 'Reddy, P.; Gwala, N. V. V.; Deenadayalu, N.; Ramjugernath, D. (2011) J. Chem. Thermodyn. 43(5), 754-758.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid, methyl(trioctyl)ammonium thiosalicylate, [N1888][TS] by gas liquid chromatography at T = (303.15, 313.15, and 323.15) K'}"
97,"{'full': 'Vilas-Boas, S. M.; Teixeira, G.; Rosini, S.; Martins, M. A.R.; Gaschi, P. S.; Coutinho, J. A.P.; Ferreira, O.; Pinho, S. P. (2021) J. Mol. Liq. 323, 114647.', 'title': 'Ionic liquids as entrainers for terpenes fractionation and other relevant separation problems'}"
98,"{'full': 'Vilas-Boas, S. M.; Martins, M. A. R.; Tentor, F. R.; Teixeira, G.; Sgorlon, J. G.; Coutinho, J. A. P.; Ferreira, O.; Pinho, S. P. (2022) Energy Fuels 36(15), 8552-8561.', 'title': 'Imidazolium Chloride Ionic Liquid Mixtures as Separating Agents: Fuel Processing and Azeotrope Breaking'}"
99,"{'full': 'Wlazlo, M.; Marciniak, A. (2012) J. Chem. Thermodyn. 54, 366-372.', 'title': 'Activity coefficients at infinite dilution and physicochemical properties for organic solutes and water in the ionic liquid 4-(2-methoxyethyl)-4-methylmorpholinium trifluorotris(perfluoroethyl)phosphate'}"
100,"{'full': 'Wlazlo, M.; Marciniak, A.; Letcher, T. M. (2015) J. Solution Chem. 44, 413-430.', 'title': 'Activity Coefficients at Infinite Dilution and Physicochemical Properties for Organic Solutes and Water in the Ionic Liquid 1-Ethyl-3-methylimidazolium trifluorotris(perfluoroethyl)phosphate'}"
101,"{'full': 'Wlazlo, M.; Gawkowska, J.; Domanska, U. (2016) Ind. Eng. Chem. Res. 55, 5054-5062.', 'title': 'Separation Based on Limiting Activity Coefficients of Various Solutes in 1-Allyl-3-methylimidazolium Dicyanamide Ionic Liquid'}"
102,"{'full': 'Wlazlo, M.; Karpinska, M.; Domanska, U. (2016) J. Chem. Thermodyn. 102, 39-47.', 'title': 'Thermodynamics and selectivity of separation based on activity coefficients at infinite dilution of various solutes in 1-allyl-3-methylimidazolium bis{(trifluoromethyl)sulfonyl}imide ionic liquid'}"
103,"{'full': 'Wlazlo, Michal; Zawadzki, Maciej; Domanska, Urszula (2018) J. Chem. Thermodyn. 116, 316-322.', 'title': 'Separation of water/butan-1-ol based on activity coefficients at infinite dilution in 1,3-didecyl-2-methylimidazolium dicyanamide ionic liquid'}"
104,"{'full': 'Yan, P.-F.; Yang, M.; Liu, X.-M.; Liu, Q.-S.; Tan, Z.-C.; Welz-Biermann, U. (2010) J. Chem. Eng. Data 55(7), 2444-2450.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes in 1-Ethyl-3-methylimidazolium Tris(pentafluoroethyl)trifluorophosphate [EMIM][FAP] Using Gas-Liquid Chromatography'}"
105,"{'full': 'Yan, P.-F.; Liu, Q.-S.; Yang, M.; Liu, X.-M.; Tan, Z.-C.; Welz-Biermann, U. (2010) J. Chem. Thermodyn. 42(12), 1415-1422.', 'title': 'Activity coefficients at infinite dilution of organic solutes in N-alkylpyridinium bis(trifluoromethylsulfonyl)imide ([CnPY][NTf2], n = 2, 4, 5) using gas liquid chromatography'}"
106,"{'full': 'Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57, 178-181.', 'title': 'Henry s constants and activity coefficients of some organic solutes  in 1-butyl,3-methylimidazolium hydrogen sulfate and in 1-methyl,3-trimethylsilylmethylimidazolium chloride'}"
107,"{'full': 'Zhang, Cheng (2018) J. Chem. Eng. Data 63(6), 2056-2064.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Organic Solutes in the Ionic Liquid 1-(2-Hydroxyethyl)-3-methylimidazolium Nonafluoro-1-butanesulfonate Using Gas-Liquid Chromatography'}"
108,"{'full': 'Zhang, Miao; He, Zhuang-Zhuang; Kang, Rong-Xue; Ge, Ming-Lan (2019) J. Chem. Thermodyn. 128, 187-194.', 'title': 'Thermodynamics and activity coefficients at infinite dilution for organic compounds in the ionic liquid 1-hexyl-3-methylimidazolium chloride'}"
109,"{'full': 'Zhang, Cheng; Triger, David; Ramer, Nicholas J. (2020) J. Chem. Thermodyn. 140, 105867.', 'title': 'Activity coefficients at infinite dilution for various organic solutes in the ionic liquid 1-(2-hydroxyethyl)-3-methylimidazolium hexafluorophosphate'}"
110,"{'full': 'Zhang, Tian; Bao, Yi-Nan; Zhang, Liu; Ren, Rui-Zhen; Jiao, Yu-Hai; Ge, Ming-Lan (2020) J. Chem. Thermodyn. 147, 106120.', 'title': 'Thermodynamics and selectivity of separation based on activity coefficients at infinite dilution of various solutes in ionic liquid [DMIM][Tf2N]'}"
111,"{'full': 'Zhang, Liu; Zhang, Tian; Wang, Yu-Xiao; Jiang, Bo; Wu, Yu-Tong; Wang, Zhi-Xiang; Ge, Ming-Lan; Long-Huang; Jiao, Yu-Hai (2023) J. Solution Chem. 52(2), 147-165.', 'title': 'Thermodynamics and Activity Coefficients at Infinite Dilution for Organic Solutes in Trialkyl-Substituted Imidazolium-Based Ionic Liquid 1-Propyl-2,3-dimethylimidazolium Thiocyanate'}"
112,"{'full': 'Allal, F.; Mutelet, F.; Dahmani, A.; Saidat, B. (2016) J. Mol. Liq. 220, 243-247.', 'title': 'Measurements of activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium ethylphosphonate [EMIM][(EtO)(H)PO2] using gas-liquid chromatography'}"
113,"{'full': 'Ayad, A.; Mutelet, F.; Negadi, A.; Acree, Jr., W. E.; Jiang, B.; Lu, A.; Wagle, D. V.; Baker, G. A. (2016) J. Mol. Liq. 215, 176-184.', 'title': 'Activity coefficients at infinite dilution for organic solutes dissolved in two 1-alkylquinuclidinium bis(trifluoromethylsulfonyl)imides bearing alkyl side chains of six and eight carbons'}"
114,"{'full': 'Bahadur, I.; Pal, A.; Gmehling, J.; Hector, T.; Tumba, K.; Singh, S.; Ebenso, E. E. (2015) J. Chem. Thermodyn. 90, 92-99.', 'title': '(Vapour + liquid) equilibria, (VLE) excess molar enthalpies and infinite dilution activity coefficients of selected binary systems involving n-hexyl pyridinium bis(trifluoromethylsulphonyl)imide ionic liquid: Experimental and predictions using modified UNIFAC (Dortmund)'}"
115,"{'full': 'Bahlmann, M.; Nebig, S.; Gmehling, J. (2009) Fluid Phase Equilib. 282(2), 113-116.', 'title': 'Activity coefficients at infinite dilution of alkanes and alkenes in 1-alkyl-3-methylimidazolium tetrafluoroborate'}"
116,"{'full': 'Blahut, A.; Dohnal, V. (2011) J. Chem. Eng. Data 56(12), 4909-4918.', 'title': 'Interactions of Volatile Organic Compounds with the Ionic Liquid 1-Butyl-1-methylpyrrolidinium Dicyanamide'}"
117,"{'full': 'Blahut, A.; Dohnal, V. (2013) J. Chem. Thermodyn. 57, 344-354.', 'title': 'Interactions of volatile organic compounds with the ionic liquids  1-butyl-1-methylpyrrolidinium tetracyanoborate and  1-butyl-1-methylpyrrolidinium bis(oxalato)borate'}"
118,"{'full': 'Blahut, A.; Sobota, M.; Dohnal, V.; Vrbka, P. (2010) Fluid Phase Equilib. 299(2), 198-206.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium methanesulfonate'}"
119,"{'full': 'Blahut, A.; Dohnal, V.; Vrbka, P. (2012) J. Chem. Thermodyn. 47, 100-108.', 'title': 'Interactions of volatile organic compounds with the ionic liquid 1-ethyl-3-methylimidazolium tetracyanoborate'}"
120,"{'full': 'Chen, Jin-Yuan; Kang, Rong-Xue; He, Zhuang-Zhuang; Zhang, Miao; Ge, Ming-Lan (2018) J. Chem. Thermodyn. 119, 26-33.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][NTf2] ionic liquid and modelling of thermodynamic functions'}"
121,"{'full': 'Deenadayalu, N.; Letcher, T. M.; Reddy, P. (2005) J. Chem. Eng. Data 50(1), 105-108.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Polar and Nonpolar Solutes in the Ionic Liquid 1-Ethyl-3-methyl- imidazolium Bis(trifluoromethylsulfonyl) Imidate Using Gas-Liquid Chromatography at the Temperature 303.15 K or 318.15 K'}"
122,"{'full': 'Domanska, U.; Krolikowska, M. (2011) J. Chem. Eng. Data 56(1), 124-129.', 'title': 'Measurements of Activity Coefficients at Infinite  Dilution for Organic Solutes and Water in the Ionic  Liquid 1-Butyl-1-methylpiperydinium Thiocyanate'}"
123,"{'full': 'Domanska, U.; Zawadzki, M.; Krolikowska, M.; Tshibangu, M. M.; Ramjugernath, D.; Letcher, T. M. (2011) J. Chem. Thermodyn. 43(3), 499-504.', 'title': 'Measurements of activity coefficients at infinite dilution of organic compounds and water in isoquinolinium-based ionic liquid [C8iQuin][NTf2] using GLC'}"
124,"{'full': 'Domanska, U.; Krolikowski, M.; Acree, Jr., W. E.; Baker, G. A. (2013) J. Chem. Thermodyn. 58, 62-69.', 'title': 'Physicochemical properties and activity coefficients at infinite dilution  for organic solutes and water in a novel bicyclic guanidinium superbase-derived  protic ionic liquid'}"
125,"{'full': 'Durski, Marcin; Naidoo, Prathieka; Ramjugernath, Deresh; Domanska, Urszula (2018) Fluid Phase Equilib. 473, 175-182.', 'title': 'Thermodynamics and activity coefficients at infinite dilution for organic solutes in the ionic liquid 1-butyl-1-methylpyrrolidinium dicyanamide'}"
126,"{'full': 'Ge, M.-L.; Chen, J.-B. (2011) J. Chem. Eng. Data 56(7), 3183-3187.', 'title': 'Activity Coefficients at Infinite Dilution of Alkanes, Alkenes, and Alkyl Benzenes in 1-Ethyl-3-methylimidazolium Diethylphosphate Using Gas Liquid Chromatography'}"
127,"{'full': 'Ge, M.-L.; Zhang, Q.; Li, S.-N.; Li, Y.-J.; Zhang, X.-Z.; Mu, Z. (2016) J. Chem. Thermodyn. 102, 303-309.', 'title': 'Thermodynamics and activity coefficients at infinite dilution for organic solutes in the ionic liquid 1-hexyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide'}"
128,"{'full': 'He, Zhuang-Zhuang; Zhai, Jia-Yu; Mu, Han; Zhang, Miao; Yu, Ying; Zheng, Jia-Li; Jiao, Yu-Hai; Ge, Ming-Lan; Wu, Rui-Xiang (2018) J. Chem. Thermodyn. 125, 142-148.', 'title': 'Thermodynamics and selectivity of separation based on activity coefficients at infinite dilution of various solutes in ionic liquid [HMMIM][BF4]'}"
129,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}"
130,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}"
131,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}"
132,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}"
133,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}"
134,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Markowski, Cezary (2021) J. Chem. Thermodyn. 161, 106554.', 'title': 'The investigation of the infinite dilution activity coefficients for molecular compounds in 1-(3-hydroxypropyl)-3-methyl-imidazolium thiocyanate'}"
135,"{'full': 'Krummen, M.; Wasserscheid, P.; Gmehling, J. (2002) J. Chem. Eng. Data 47(6), 1411-1417.', 'title': 'Measurement of Activity Coefficients at Infinite Dilution in Ionic Liquids Using the Dilutor Technique'}"
136,"{'full': 'Li, J.; Wang, Q.; Tian, L.; Li, Z.; Li, Y.; Hu, Y.; Liu, B. (2022) J. Mol. Liq. 365, 120183.', 'title': 'N-octylpyridinium bromide applied to purification of benzene by extractive distillation: Thermodynamic properties for intuitive evaluation of entrainer'}"
137,"{'full': 'Li, Jing; Wang, Qiang; Tian, Luoyang; Li, Zhansheng; Li, Yanrui; Hu, Yanbiao; Wang, Bo (2022) Fluid Phase Equilib. 557, 113436.', 'title': 'Application potential of N-hexylpyridinium bromide for separation azeotrope: Thermodynamic properties measurements'}"
138,"{'full': 'Nann, A.; Mundges, J.; Held, C.; Verevkin, S. P.; Sadowski, G. (2013) J. Phys. Chem. B 117, 3173-3185.', 'title': 'Molecular Interactions in 1-Butanol + IL Solutions by Measuring and Modeling Activity Coefficients'}"
139,"{'full': 'Nebig, S.; Liebert, V.; Gmehling, J. (2009) Fluid Phase Equilib. 277(1), 61-67.', 'title': 'Measurement and prediction of activity coefficients at infinite dilution (   ),  vapor.liquid equilibria (VLE) and excess enthalpies (HE) of binary systems  with 1,1-dialkyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide using mod.  UNIFAC (Dortmund)'}"
140,"{'full': 'Orfao, E. F.; Dohnal, V.; Blahut, A. (2013) J. Chem. Thermodyn. 65, 53-64.', 'title': 'Infinite dilution activity coefficients of volatile organic compounds  in two ionic liquids composed of the tris(pentafluoroethyl)  trifluorophosphate ([FAP]) anion and a functionalized cation'}"
141,"{'full': 'Qiang Wang, P.; Li, C.; Ban, T. (2020) Int. J. Thermophys. 41(9), 122.', 'title': 'Activity Coefficient at Infinite Dilution Study of Molecular Interaction-Selectivity in Separation Processes'}"
142,"{'full': 'Shida, Tomoka; Hiraga, Yuya; Sugiyama, Takuya; Sato, Yoshiyuki; Watanabe, Masaru; Jr., Richard L. Smith (2019) Fluid Phase Equilib. 488, 72-78.', 'title': 'Measurement and modeling of infinite dilution activity coefficients of organic compounds in an equimolar ionic liquid mixture of [Bmim]Cl and [Bmim][Tf2N]'}"
143,"{'full': 'Shimoyama, Y.; Ikeda, K.; Iwai, Y. (2010) Fluid Phase Equilib. 294(1-2), 241-245.', 'title': 'Effect of anion species on infinite dilution activity coefficients of epoxides in imidazolium-based ionic liquids'}"
144,"{'full': 'Singh, S.; Bahadur, I.; Naidoo, P.; Redhi, G.; Ramjugernath, D. (2016) J. Mol. Liq. 220, 33-40.', 'title': 'Application of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl) imide ionic liquid for the different types of separations problem: Activity coefficients at infinite dilution measurements using gas-liquid chromatography technique'}"
145,"{'full': 'Wang, Zhi-Xiang; Ge, Wei-Han; Li, Wen-Hao; Hao, Zi-Zhong; Zhang, Liu; Ji, De-Kun; Yi, Yu-Feng; Huang, Long; Ge, Ming-Lan (2023) J. Chem. Eng. Data 68(7), 1599-1609.', 'title': 'Infinite Dilution Activity Coefficients and Gas-Liquid Partition Coefficients of Organic Compounds in Ionic Liquid 1-Butyl-2,3-dimethylimidazolium Thiocyanate: Measurements and LFER Calculations'}"
146,"{'full': 'Yan, P.-F.; Yang, M.; Liu, X.-M.; Wang, C.; Tan, Z.-C.; Welz-Biermann, U. (2010) J. Chem. Thermodyn. 42(6), 817-822.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium tetracyanoborate [EMIM][TCB] using gas liquid chromatography'}"
147,"{'full': 'Yan, P.-F.; Yang, M.; Li, C.-P.; Liu, X.-M.; Tan, Z.-C.; Welz-Biermann, U. (2010) Fluid Phase Equilib. 298(2), 287-292.', 'title': 'Gas-liquid chromatography measurements of activity coefficients at infinite dilution of hydrocarbons and alkanols in 1-alkyl-3-methylimidazolium bis(oxalato)borate'}"
148,"{'full': 'Zhang, Miao; Ge, Ming-Lan; Jiao, Yu-Hai; Mu, Zhao; Huang, Rui; He, Zhuang-Zhuang (2019) J. Chem. Thermodyn. 129, 92-98.', 'title': 'Determination of the thermodynamic parameters of ionic liquid 1-propyl-3-methylimidazolium bromide by gas-liquid chromatography'}"
149,"{'full': 'Zhou, Q.; Wang, L. -S. (2006) J. Chem. Eng. Data 51(5), 1698-1701.', 'title': 'Activity Coefficients at Infinite Dilution of Alkanes, Alkenes, and Alkyl Benzenes in 1-Butyl-3-methylimidazolium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
150,"{'full': 'Zhou, Q.; Wang, L. -S.; Wu, J.-S.; Li, M.-Y. (2007) J. Chem. Eng. Data 52(1), 131-134.', 'title': 'Activity Coefficients at Infinite Dilution of Polar Solutes in 1-Butyl-3-methylimidazolium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
151,"{'full': 'Ayad, A.; Mutelet, F.; Abumandour, E.-S.; Negadi, A. (2015) J. Chem. Thermodyn. 86, 116-122.', 'title': 'Activity coefficients at infinite dilution of organic solutes in methylphosphonate based ionic liquids using gas-liquid chromatography'}"
152,"{'full': 'Bahadur, I.; Govender, B. B.; Osman, K.; Williams-Wynn, M. D.; Nelson, W. M.; Naidoo, P.; Ramjugernath, D. (2014) J. Chem. Thermodyn. 70, 245-252.', 'title': 'Measurement of activity coefficients at infinite dilution of organic solutes in the ionic liquid 1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate at T = (308.15, 313.15, 323.15 and 333.15) K using gas + liquid chromatography'}"
153,"{'full': 'Bahadur, I.; Naidoo, M.; Naidoo, P.; Ramdath, S.; Ramjugernath, D.; Ebenso, E. E. (2016) J. Chem. Thermodyn. 92, 35-42.', 'title': 'Screening of environmental friendly ionic liquid as a solvent for the different types of separations problem: Insight from activity coefficients at infinite dilution measurement using (gas + liquid) chromatography technique'}"
154,"{'full': 'Cehreli, S.; Gmehling, J. (2010) Fluid Phase Equilib. 295(1), 125-129.', 'title': 'Phase equilibria for benzene-cyclohexene and activity coefficients at infinite dilution for the ternary systems with ionic liquids'}"
155,"{'full': 'Chen, Yali; Wang, Qiang; Zhang, Zhengfang; Tang, Jun (2012) Ind. Eng. Chem. Res. 51(46), 15293-15298.', 'title': 'Determination of the Solubility Parameter of Ionic Liquid 1-Hexyl-3-methylimidazolium Hexafluorophosphate by Inverse Gas Chromatography'}"
156,"{'full': 'Deng, L.; Wang, Q.; Chen, Y.; Zhang, Z.; Tang, J. (2013) J. Mol. Liq. 187, 246-251.', 'title': 'Determination of the solubility parameter of ionic liquid 1-octyl-3-methylimidazolium hexafluorophosphate by inverse gas chromatography'}"
157,"{'full': 'Domanska, U.; Krolikowski, M. (2010) J. Chem. Eng. Data 55(11), 4817-4822.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of 35 Solutes in the Ionic Liquid, 1-Butyl-3-methylimidazolium Tosylate, Using Gas-Liquid Chromatography'}"
158,"{'full': 'Domanska, U.; Zawadzki, M.; Paduszynski, K.; Krolikowski, M. (2012) J. Phys. Chem. B 116, 8191-8200.', 'title': 'Perturbed-Chain SAFT as a Versatile Tool for Thermodynamic Modeling of Binary Mixtures Containing Isoquinolinium Ionic Liquids'}"
159,"{'full': 'Elias, A. M.; Coelho, G. L. V. (2016) J. Chem. Eng. Data 61(5), 1743-1748.', 'title': 'Measurements of Infinite Dilution Activity Coefficients of Alkanols in the Ionic Liquid Tributylmethylammonium Methyl Sulfate Using HS-SPME/GC/FID'}"
160,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2001) J. Chem. Eng. Data 46(6), 1526-1529.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. Activity Coefficients at Infinite Dilution of Alkanes, Alkenes, and Alkylbenzenes in 4-Methyl-n-butylpyridinium Tetrafluoroborate Using Gas-Liquid Chromatography'}"
161,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2002) J. Chem. Thermodyn. 34(8), 1341-1347.', 'title': 'Thermodynamic properties of mixtures containing ionic liquids. Activity coefficients at infinite dilution of polar solutes in 4-methyl-N-butyl-pyridinium tetrafluoroborate using gas liquid chromatography'}"
162,"{'full': 'Heintz, A.; Kulikov, D. V.; Verevkin, S. P. (2002) J. Chem. Eng. Data 47(4), 894-899.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 2. Activity Coefficients at Infinite Dilution of Hydrocarbons and Polar Solutes in 1-Methyl-3-ethyl-imidazolium Bis(trifluoromethyl-sulfonyl) Amide and in 1,2-Dimethyl-3-ethyl-imidazolium Bis(trifluoromethyl-sulfonyl) Amide Using Gas-Liquid Chromatography'}"
163,"{'full': 'Hu, Y.; Wang, Q.; Yalikun, N.; Liu, S.; Li, J.; Liu, B. (2021) J. Solution Chem. 50(11-12), 1285-1299.', 'title': 'Solubility Parameters Measurements of 1-Propyl-3-Methyl-Imidazolium-Based Ionic Liquids via Inverse Gas Chromatography and Hansen Solubility Parameter in Practice'}"
164,"{'full': 'Kabane, Bakusele; Redhi, Gan G. (2019) Fluid Phase Equilib. 493, 181-187.', 'title': 'Application of trihexyltetradecylphosphonium dicyanamide ionic liquid for various types of separations problems: Activity coefficients at infinite dilution measurements utilizing GLC method'}"
165,"{'full': 'Kabane, Bakusele; Redhi, Gan G. (2020) S. Afr. J. Chem. Eng. 32, 32-38.', 'title': 'Evaluation of an imidazolium-based ionic liquid as a separation solvent for binary mixtures based on limiting activity coefficient data'}"
166,"{'full': 'Kabane, Bakusele; Chokkareddy, Rajasekhar; Redhi, Gan.G. (2019) J. Chem. Thermodyn. 137, 7-12.', 'title': 'Separation of (water/butan-1-ol) binary systems based on activity coefficients at infinite dilution with phosphonium ionic liquid'}"
167,"{'full': 'Kato, R.; Gmehling, J. (2005) J. Chem. Thermodyn. 37(6), 603-619.', 'title': 'Systems with ionic liquids: Measurement of VLE and c1 data and prediction of their thermodynamic behavior using original UNIFAC, mod. UNIFAC(Do) and COSMO-RS(Ol)'}"
168,"{'full': 'Krolikowski, Marek; Krolikowska, Marta; Wieckowski, Mikolaj; Pilowski, Adam (2020) J. Chem. Thermodyn. 147, 106117.', 'title': 'The influence of the ionic liquids functionalization on interaction in binary systems with organic solutes and water - Thermodynamic data of activity coefficients at infinite dilution'}"
169,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Laskowska, M.; Krolikowski, M.; Naidoo, P. (2008) J. Chem. Thermodyn. 40(8), 1243-1247.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes in the ionic liquid trihexyltetradecylphosphonium-bis-(2,4,4-trimethylpentyl)- phosphinate using g.l.c. at T = (303.15, 308.15, 313.15, and 318.15) K'}"
170,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Laskowska, M.; Krolikowski, M.; Naidoo, P.; Domanska, U. (2008) J. Chem. Eng. Data 53(9), 2044-2049.', 'title': 'Determination of Activity Coefficients at Infinite Dilution of Solutes in the Ionic Liquid, Trihexyltetradecylphosphonium Bis(trifluoromethylsulfonyl) Imide, Using Gas-Liquid Chromatography at T ) (303.15, 308.15, 313.15, and 318.15) K'}"
171,"{'full': 'Letcher, T. M.; Ramjugernath, D.; Krolikowski, M.; Laskowska, M.; Naidoo, P.; Domanska, U. (2009) Fluid Phase Equilib. 276(1), 31-36.', 'title': 'Activity coefficients at infinite dilution measurements for organic solutes  in the ionic liquid N-butyl-4-methylpyridinium tosylate using  GLC at T = (328.15, 333.15, 338.15, and 343.15)K'}"
172,"{'full': 'Li, Y.; Wang, Q.; Li, X.; Li, Z.; Li, J.; Hu, Y.; Wang, B. (2022) J. Mol. Liq. 350, 118434.', 'title': 'Thermodynamic properties of N-octyl pyridinium hexafluorophosphate ionic liquid: Characterization and application in separation of the azeotrope'}"
173,"{'full': 'Liebert, V.; Nebig, S.; Gmehling, J. (2008) Fluid Phase Equilib. 268(1-2), 14-20.', 'title': 'Experimental and predicted phase equilibria and excess properties  for systems with ionic liquids'}"
174,"{'full': 'Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.', 'title': 'Measurements of activity coefficients at infinite dilution of organic solutes and water on polar imidazolium-based ionic liquids'}"
175,"{'full': 'Martins, M. A. R.; Vilas-Boas, S. M.; Cordova, I. W.; Carvalho, P. J.; Domanska, U.; Ferreira, O.; Coutinho, J. A. P.; Pinho, S. P. (2021) J. Chem. Eng. Data 66(6), 2587-2596.', 'title': 'Infinite Dilution Activity Coefficients in the Smectic and Isotropic Phases of Tetrafluoroborate-Based Ionic Liquids'}"
176,"{'full': 'Nebig, S.; Gmehling, J. (2010) Fluid Phase Equilib. 294(1-2), 206-212.', 'title': 'Measurements of different thermodynamic properties of systems containing ionic liquids and correlation of these properties using modified UNIFAC (Dortmund)'}"
177,"{'full': 'Reddy, P.; Siddiqi, M. A.; Atakan, B.; Diedenhofen, M.; Ramjugernath, D. (2013) J. Chem. Thermodyn. 58, 322-329.', 'title': 'Activity coefficients at infinite dilution of organic solutes in the ionic liquid PEG-5 cocomonium methylsulfate at T = (313.15, 323.15, 333.15, and 343.15) K: Experimental results and COSMO-RS predictions'}"
178,"{'full': 'Ren, Rui-Zhen; Gong, Liang-Fa; Hao, Zi-Zhong; Peng, Xiao-Ming; Guo, Zhen-Yu; Chen, Yu; Wang, Xin-Cheng; Ge, Ming-Lan (2023) Fluid Phase Equilib. 574, 113908.', 'title': 'Thermodynamics and activity coefficients at infinite dilution for organic compounds in ionic liquid 1-ethyl-2,3-dimethylimidazolium thiocyanate'}"
