r_squared,population,f_test
0.9999253292038612,8,80346.69891658667
0.996022540130544,8,1502.5004492630299
0.9964583164630888,8,1688.1095773996694
0.9901370824575136,8,602.3392641329382
0.997173521699242,8,2116.782969319432
0.8295026184655734,8,29.191156286400137
0.9995205889319748,8,12509.355610615234
0.994942969658112,8,1180.467075410106
0.9994465178209692,8,10834.457429914259
0.999911200969959,8,67562.30561358425
0.9996386952573972,8,16600.48004999119
0.9984177798033492,8,3786.1396861832072
0.9745950624314343,8,230.17456188611118
0.9975184921865536,8,2411.8847906455308
0.999876164626115,8,48445.422334053445
0.9994466350753872,8,10836.754452134053
0.9997439878718398,8,23430.389686374678
0.9996736228056216,8,18377.63740893849
0.9998711525267092,8,46560.68731453663
0.9994795171452712,8,11521.757245963381
0.96125136114329,8,148.84414877610595
0.9151023670634284,8,64.67334850763976
0.9959148880624262,8,1462.748002916052
0.999034168825674,8,6206.265828121468
0.9962497129009852,8,1593.8775137978569
0.9998949347712852,8,57101.380561535756
0.9986021993063058,8,4286.457449096501
0.9988424080532676,8,5177.173584557737
0.9994216736108532,8,10368.764341727292
0.9736289770544132,8,221.5224594957968
0.9996374223023782,8,16542.177230299807
0.9923719278161136,8,780.5683301574485
0.9888842120834146,8,533.7728028840536
0.9952946913473094,8,1269.1554558634707
0.9989274090923248,8,5587.931439345116
0.9999280217622776,8,83352.5287700181
0.9975510425696178,8,2444.0221708891004
0.9995622681088404,8,13701.020487142285
0.9982262860496608,8,3376.732598372221
0.9970281431534684,8,2012.9397773323326
0.9992395387502124,8,7883.9483723543635
0.9983781911100614,8,3693.572765461451
0.9996794675055454,8,18712.85098641475
0.8391448010491049,8,31.300628385854317
0.9993288948961268,8,8934.477378835758
0.9786881070715416,8,275.53294595376053
0.3231236694993896,8,2.8642485039511794
0.9626012661581256,8,154.43323887296822
0.1014566803874528,8,0.6774743844149953
0.9811698919420708,8,312.63863879811663
0.9859309662945592,8,420.46852126594047
0.987504026586722,8,474.15467075374045
0.4996736136160065,8,5.992171836795919
0.9306287858423402,8,80.49120637219661
0.9983483704781764,8,3626.7759468571194
0.9998856586131052,8,52468.43784742346
0.9998268732649512,8,34650.69238381859
0.9993910837155442,8,9847.571259573462
0.9999084703374544,8,65546.51962186446
0.9998698485561586,8,46094.14167272751
0.9999202870925666,8,75264.1186444113
0.999774023733578,8,26545.4608901292
0.9997972789489056,8,29591.320888028167
0.9994264319569444,8,10454.833849869789
0.9833277010624704,8,353.8783840477988
0.9981606822600896,8,3256.0791230406035
0.999692171254702,8,19485.3570991935
0.9997162283038236,8,21137.757749079516
0.9999066665661328,8,64279.64504052827
0.999892622827125,8,55871.79822610966
0.9997889046657106,8,28417.176761328374
0.996760261727199,8,1846.0014565289412
0.6272417929019927,8,10.096225074991981
0.9889154855136764,8,535.2956974708234
0.970753931250917,8,199.15577842195057
0.9998823520320836,8,50993.60591130462
0.9998550750557348,8,41394.7404344418
0.9997075882210124,8,20513.00925733064
0.999485486022457,8,11655.490769701642
0.9998865407280332,8,52876.41230522454
0.9996111426209278,8,15423.821633615898
0.9986905313438228,8,4576.011162845313
0.9994063864130516,8,10101.585358421517
0.9998351105476262,8,36382.01581072586
0.929523359103457,8,79.13459103148469
0.991995189819986,8,743.5493166072207
0.9984483813658412,8,3860.929584313109
0.999908397727302,8,65494.55826432623
0.9683886322649964,8,183.8051375156455
0.99693708385363,8,1952.9174868893729
0.935246526219298,8,86.65912158349936
0.9998057748934278,8,30885.98974268537
0.9996450209209492,8,16896.40454745609
0.999759029393758,8,24893.302423531066
0.9998880677074932,8,53597.8337607863
0.9995301323264404,8,12763.552658401411
0.9993637675019096,8,9424.514816530678
0.9994986174804552,8,11960.9110232392
0.999579322811703,8,14256.717748708557
0.9998528526439971,8,40769.452328777756
0.9997085430068606,8,20580.227612424656
0.9979551964760984,8,2928.267243706497
0.9990480115861456,8,6296.597713041018
0.9994478711193168,8,10861.027989144999
0.999711235813826,8,20772.199954427113
0.9996560897959764,8,17440.41458672345
0.9943083346379809,8,1048.1730088417332
0.999767710214308,8,25823.805568615797
0.9997334262703363,8,22501.844293473332
0.999710207786619,8,20698.490055127142
0.9998286584645734,8,35011.778876908334
0.999844453751075,8,38567.736374016335
0.9997901438211928,8,28585.009490896908
0.9997368823158244,8,22797.484375435582
0.9998782303704494,8,49267.369904670195
0.9998516794548982,8,40446.925762109306
0.9994896481630106,8,11750.595284135568
0.9998723119421324,8,46983.51570101685
0.8980652037604956,8,52.861156556417626
0.8876701758529613,8,47.414131514583815
0.9638422551079632,8,159.939552312108
0.91416803548615,8,63.90402740964677
0.95235286955186,8,119.92573663025762
0.9988173717925964,8,5067.445705453711
0.9980742353207288,8,3109.6454703856703
0.99933078365954,8,8959.710544180049
0.9987826657252936,8,4922.802322145394
0.9998457499628888,8,38891.88367229738
0.9904866977734206,8,624.6958253924141
0.9997053619906606,8,20357.971415137243
0.9999048264620216,8,63036.733594315665
0.9995437052554866,8,13143.395368116664
0.9988881942680088,8,5390.626251651157
0.9998657737581303,8,44694.648073174154
0.9993944286365148,8,9901.998234046376
0.9995426648022658,8,13113.480043798445
0.9957330863925964,8,1400.1686155513612
0.9779975567801664,8,266.69698824135327
0.9619704522241296,8,151.77205754224016
0.9739807468829604,8,224.59847156299435
0.9830500653571534,8,347.98366580323085
0.9841991347438184,8,373.72604048709763
0.9875283703553824,8,475.0918998536366
0.9925686221891634,8,801.3872911226075
0.9740617158737782,8,225.31830813490166
0.9849922473745434,8,393.7933701160968
0.9693591175490456,8,189.81681466269612
0.9870309152644932,8,456.63866127523727
0.9633201806310108,8,157.57768667401535
0.9721982678622634,8,209.81389138901574
0.9483832411580309,8,110.24131647571508
0.998477939463169,8,3936.0245481774423
0.9947942314478924,8,1146.5675680627035
0.9752248457324524,8,236.17810856819796
0.9915965648556893,8,707.9937295835612
0.9904970487031536,8,625.3828002034606
0.9599863031799836,8,143.9486545066879
0.9237354050315896,8,72.67346574757607
0.9687897426758252,8,186.2444899341642
0.9698972049442226,8,193.31703979257122
0.9410129302517892,8,95.71720727290399
0.9867096137301252,8,445.45414724327134
0.9980552719283218,8,3079.2642523035265
0.9863523454972905,8,433.635982784352
0.9846599303235484,8,385.1325128601295
0.9941891897546672,8,1026.5582400181017
0.988095470053416,8,498.0098203727658
0.994651091932555,8,1115.7242705137696
0.9998696919290856,8,46038.73044452496
0.9996572327193908,8,17498.58792139023
0.996642966711792,8,1781.2923754064973
0.9942682942553314,8,1040.80879781397
0.9894391880112464,8,562.1381324077655
0.9995311015740448,8,12789.948264866045
0.99976858098466,8,25920.996496747714
0.9991178541077056,8,6795.596031235127
0.9873593202982386,8,468.65802010345465
0.9752256614315278,8,236.18608232130924
0.980541789907391,8,302.35313070645964
0.9718570301820392,8,207.1971159692892
0.978478604003404,8,272.7923237390835
0.6488169028067199,8,11.085104744371534
0.7571762725922634,8,18.709282177870207
0.7468004470135747,8,17.696724299989885
0.083217524921781,8,0.5446277204285409
0.3998608676753142,8,3.9976816655140137
0.0906034997636969,8,0.5977821538140113
0.8690146559829862,8,39.80665146186627
0.4383127409981439,8,4.682100944682764
0.5490876860633042,8,7.306356501149684
0.9552734572486484,8,128.14853084790883
0.9738121320755694,8,223.11372614654934
0.9637961707951592,8,159.7283257539439
0.9457884025409362,8,104.6774247803842
0.8357543353520938,8,30.530644585732063
0.9999545104213352,8,131892.3419084473
0.99991472561017,8,70355.1015213769
0.9996192972859244,8,15754.328934266148
0.9992537850822756,8,8034.579004098425
0.9998959571312074,8,57662.536725561775
0.9999021069628488,8,61285.38674827467
0.9999258956576484,8,80960.91515776032
0.9996997979199862,8,19980.53706771177
0.9997099396687104,8,20679.35181395979
0.999709742159894,8,20665.276261857307
0.9996871027226352,8,19169.62226981004
0.789193430679676,8,22.462111116105216
0.9997026063391872,8,20169.278731903592
0.9690479307813707,8,187.84810616760817
0.9887544499068271,8,527.5443753563097
0.9704395895227974,8,196.97417739267476
0.9758951232148584,8,242.91228664974693
0.9983329700048664,8,3593.2153815560114
0.999324077142789,8,8870.752629371907
0.9998962480841666,8,57824.257415502914
0.9997340579292394,8,22555.304357901154
0.999766728711189,8,25715.125092514216
0.9999616789681148,8,156565.98422994761
0.9999541587757692,8,130880.55682039584
0.9998971551522357,8,58334.30707836643
0.9997117907285378,8,20812.20605409081
0.9996683986322548,8,18088.014632079776
0.9996563039668106,8,17451.286149978892
0.9998193288239332,8,33203.50320145049
0.999857829769164,8,42196.927889475206
0.9998297583431404,8,35238.01789009216
0.999083619947096,8,6541.50174994137
0.9985619482873328,8,4166.311709758765
0.9920258665132944,8,746.4328517955126
0.9985947558782572,8,4263.72076037485
0.9789298880322858,8,278.7635555612522
0.9997787182142808,8,27108.748647288223
0.9654177265459328,8,167.49929315576415
0.9995553651894926,8,13488.220106503279
0.996700941241254,8,1812.7005563612915
0.9991709005347148,8,7230.767422031904
0.9997214243825124,8,21532.13766658112
0.9986908786417944,8,4577.22672866948
0.9995354658933158,8,12910.166786604743
0.9989532454142434,8,5726.0025931989485
0.9991204837143892,8,6815.93166648789
0.9984443492832324,8,3850.906910612457
0.9985828199360236,8,4227.759811131471
0.99934689405081,8,9180.870839932546
0.9998168710677444,8,32757.80158011369
0.8737624590408063,8,41.52944294074534
0.9999774664488597,8,266263.615589212
0.9999700370817464,8,200241.5175885861
0.9999826126070622,8,345071.61005189555
0.9994273930396318,8,10472.391663527465
0.9998206153428246,8,33441.67659886395
0.9998819954535676,8,50839.49859642012
0.9958661909809038,8,1445.4458631936989
0.9993907048450654,8,9841.44413509126
0.9988359958594892,8,5148.620839550618
0.9996954163246043,8,19693.02028467553
0.9998540124305612,8,41093.389647099335
0.9944942630808954,8,1083.7723752801055
0.999186882647244,8,7373.008675270916
0.9997323161048418,8,22408.497504432562
0.9949242215124892,8,1176.0846821356063
0.9979077450976528,8,2861.71941280618
0.9999507619324578,8,121850.93508092104
0.998819692762234,8,5077.422187054061
0.999771915318805,8,26300.019187985767
0.9998895553757152,8,54319.86727380408
0.9999134413410145,8,69311.15521380513
0.9925851528501596,7,669.3227336935204
0.9935557289765702,7,770.8829480978075
0.9912526523967454,7,566.6018416988117
0.9898380123776058,7,487.0297274306259
0.9788151746991506,7,231.01799538085035
0.992407604886398,7,653.5537139712814
0.9969003236361444,7,1608.0716284782445
